graffiti,7.460574920376502
ring,7.32704352775198
harrow,7.32704352775198
colour,7.32704352775198
mother,7.209260492095597
food,7.209260492095597
tragedi,7.209260492095597
veteran,7.209260492095597
bay,7.209260492095597
leg,7.209260492095597
tuozzolo,7.209260492095597
church,7.209260492095597
design,7.209260492095597
termin,7.209260492095597
vote,7.209260492095597
mornington,7.209260492095597
psos,7.209260492095597
brief,7.209260492095597
babi,7.10389997643777
race,7.10389997643777
pull,7.10389997643777
trade,7.10389997643777
post,7.10389997643777
coordin,7.10389997643777
class,7.10389997643777
extra,7.10389997643777
complaint,7.10389997643777
ps,7.10389997643777
came,7.10389997643777
worth,7.10389997643777
teamwork,7.10389997643777
adult,7.10389997643777
civilian,7.10389997643777
notic,7.10389997643777
collaps,7.10389997643777
brown,7.10389997643777
greatest,7.10389997643777
terenc,7.10389997643777
count,7.10389997643777
medic,7.10389997643777
plenti,7.10389997643777
akay,7.10389997643777
one,7.10389997643777
citizen,7.10389997643777
noth,7.10389997643777
strand,7.10389997643777
page,7.10389997643777
alcohol,7.10389997643777
true,7.10389997643777
thief,7.10389997643777
encourag,7.10389997643777
foxnew,7.10389997643777
yrs,7.10389997643777
product,7.10389997643777
chanc,7.10389997643777
tunnel,7.10389997643777
pride,7.10389997643777
ali,7.10389997643777
green,7.10389997643777
woolwich,7.10389997643777
town,7.10389997643777
mpsonthestreet,7.10389997643777
fraudster,7.10389997643777
chase,7.10389997643777
african,7.10389997643777
vicpol,7.10389997643777
ashton,7.10389997643777
creek,7.10389997643777
hume,7.10389997643777
dandenong,7.10389997643777
limit,7.10389997643777
kmh,7.10389997643777
amaz,7.10389997643777
american,7.10389997643777
felon,7.10389997643777
confirm,7.10389997643777
intellig,7.008589796633445
newli,7.008589796633445
spent,7.008589796633445
saw,7.008589796633445
wait,7.008589796633445
entir,7.008589796633445
hold,7.008589796633445
mourn,7.008589796633445
loss,7.008589796633445
pay,7.008589796633445
beauti,7.008589796633445
presid,7.008589796633445
southern,7.008589796633445
blvd,7.008589796633445
